OECD,Year,Central Government Debt (Percent of GDP),"Inflation, consumer prices (annual %)","Current account balance (BoP, current US$)",Exports of goods and services (% of GDP),"Foreign direct investment, net inflows (BoP, current US$)","GovernmentExpenditure_Agriculture, forestry, fishing and hunting",GovernmentExpenditure_Communication,GovernmentExpenditure_Defence,GovernmentExpenditure_Education,GovernmentExpenditure_Environment protection,GovernmentExpenditure_Fuel and energy,"GovernmentExpenditure_General economic, commercial and labour affairs",GovernmentExpenditure_General public services,GovernmentExpenditure_Health,GovernmentExpenditure_Housing and community amenities,"GovernmentExpenditure_Mining, manufacturing and construction",GovernmentExpenditure_Other industries,GovernmentExpenditure_Public order and safety,GovernmentExpenditure_RandD Economic affairs,"GovernmentExpenditure_Recreation, culture and religion",GovernmentExpenditure_Social protection,GovernmentExpenditure_Total function,GovernmentExpenditure_Transport,Imports of goods and services (% of GDP),"Labor force participation rate for ages 15-24, total (%)",GDP (current US$),Net migration,Population growth (annual %),Population ages 15-64 (% of total population),Profit tax (% of commercial profits),Urban population (% of total population),Social Spending,Real interest rate (%),Tax revenue (% of GDP),"Labor force, total","Unemployment, total (% of total labor force)",Reelection Frequency (Years),LongInterestRate,DebtQuantile,Central Government Debt (Percent of GDP)_lag1,"Inflation, consumer prices (annual %)_lag1","Current account balance (BoP, current US$)_lag1",Exports of goods and services (% of GDP)_lag1,"Foreign direct investment, net inflows (BoP, current US$)_lag1","GovernmentExpenditure_Agriculture, forestry, fishing and hunting_lag1",GovernmentExpenditure_Communication_lag1,GovernmentExpenditure_Defence_lag1,GovernmentExpenditure_Education_lag1,GovernmentExpenditure_Environment protection_lag1,GovernmentExpenditure_Fuel and energy_lag1,"GovernmentExpenditure_General economic, commercial and labour affairs_lag1",GovernmentExpenditure_General public services_lag1,GovernmentExpenditure_Health_lag1,GovernmentExpenditure_Housing and community amenities_lag1,"GovernmentExpenditure_Mining, manufacturing and construction_lag1",GovernmentExpenditure_Other industries_lag1,GovernmentExpenditure_Public order and safety_lag1,GovernmentExpenditure_RandD Economic affairs_lag1,"GovernmentExpenditure_Recreation, culture and religion_lag1",GovernmentExpenditure_Social protection_lag1,GovernmentExpenditure_Total function_lag1,GovernmentExpenditure_Transport_lag1,Imports of goods and services (% of GDP)_lag1,"Labor force participation rate for ages 15-24, total (%)_lag1",GDP (current US$)_lag1,Net migration_lag1,Population growth (annual %)_lag1,Population ages 15-64 (% of total population)_lag1,Profit tax (% of commercial profits)_lag1,Urban population (% of total population)_lag1,Social Spending_lag1,Real interest rate (%)_lag1,Tax revenue (% of GDP)_lag1,"Labor force, total_lag1","Unemployment, total (% of total labor force)_lag1",Reelection Frequency (Years)_lag1,LongInterestRate_lag1,Overall Deficit (USD),Overall Deficit (USD)_lag1
France,2023,92.304948093183,4.878357265,-30334320293.0,34.28003058,8803377982.0,5787.0,1251.0,51875.0,155015.0,30767.0,13382.0,77730.0,171495.0,272600.0,37148.0,705.0,12920.0,50546.0,24911.0,41658.0,732101.0,1746524.0,62276.0,36.27952421,42.755,3051830000000.0,91862.0,0.326319201,61.46607928,0.2,81.777,31.633,4.837,24.46860872,31978597.0,7.323,5.0,2.994166666666666,4,92.416035424461,5.222367484,-33068812755.0,36.50366889,109575000000.0,5787.0,1251.0,51875.0,155015.0,30767.0,13382.0,77730.0,171495.0,272600.0,37148.0,705.0,12920.0,50546.0,24911.0,41658.0,732101.0,1746524.0,62276.0,39.28647472,40.333,2796300000000.0,179377.0,0.326992499,61.59123512,0.2,81.509,31.633,-1.057,24.46860872,31724601.0,7.308,5.0,1.7008333333333334,-746738594975.5759,-684213959113.36
Germany,2010,52.143191389799,1.103810378,200148000000.0,39.48326873,86037502102.0,7745.0,795.0,32533.0,148918.0,19073.0,5064.0,74781.0,229478.0,238121.0,19825.0,7926.0,5288.0,53298.0,7472.0,38967.0,682031.0,1636656.0,55525.0,34.37937203,51.282,3468150000000.0,130116.0,-0.153198447,65.73864292,23.2,76.966,26.068,3.635,10.96932028,41901466.0,6.967,4.0,2.7442674166666667,3,52.143191389799,1.103810378,200148000000.0,39.48326873,86037502102.0,7745.0,795.0,32533.0,148918.0,19073.0,5064.0,74781.0,229478.0,238121.0,19825.0,7926.0,5288.0,53298.0,7472.0,38967.0,682031.0,1636656.0,55525.0,34.37937203,51.282,3468150000000.0,130116.0,-0.153198447,65.73864292,23.2,76.966,26.068,3.635,10.96932028,41901466.0,6.967,4.0,2.7442674166666667,-380430844634.82,-380430844634.82
Germany,2011,50.003304177371,2.075172837,239391000000.0,41.62998897,97535403953.0,8567.0,781.0,35072.0,161034.0,21916.0,5053.0,30001.0,257420.0,255820.0,19279.0,7416.0,6938.0,57319.0,8652.0,41004.0,707723.0,1696131.0,61371.0,36.77732449,52.41,3824830000000.0,295282.0,-1.853714629,65.89949339,19.2,77.16,24.763,3.453,11.25470829,41687099.0,5.825,4.0,2.6091849166666665,3,52.143191389799,1.103810378,200148000000.0,39.48326873,86037502102.0,7745.0,795.0,32533.0,148918.0,19073.0,5064.0,74781.0,229478.0,238121.0,19825.0,7926.0,5288.0,53298.0,7472.0,38967.0,682031.0,1636656.0,55525.0,34.37937203,51.282,3468150000000.0,130116.0,-0.153198447,65.73864292,23.2,76.966,26.068,3.635,10.96932028,41901466.0,6.967,4.0,2.7442674166666667,-430471762957.407,-380430844634.82
Germany,2012,50.645537298156,2.008488848,258787000000.0,42.66881637,65443087632.0,7343.0,515.0,38875.0,150451.0,20224.0,4452.0,25912.0,237497.0,241782.0,16095.0,6163.0,5649.0,54392.0,7393.0,37807.0,666700.0,1584322.0,55507.0,36.63167142,50.698,3597900000000.0,199143.0,0.187727801,65.9715438,19.3,77.17,24.661,5.112,11.3944179,41842453.0,5.379,4.0,1.4951301666666668,3,50.003304177371,2.075172837,239391000000.0,41.62998897,97535403953.0,8567.0,781.0,35072.0,161034.0,21916.0,5053.0,30001.0,257420.0,255820.0,19279.0,7416.0,6938.0,57319.0,8652.0,41004.0,707723.0,1696131.0,61371.0,36.77732449,52.41,3824830000000.0,295282.0,-1.853714629,65.89949339,19.2,77.16,24.763,3.453,11.25470829,41687099.0,5.825,4.0,2.6091849166666665,-409958177302.10004,-430471762957.407
Germany,2013,49.539722908923,1.504723303,256179000000.0,41.66865461,67199694459.0,7439.0,567.0,39537.0,162625.0,21720.0,4699.0,23415.0,243742.0,264199.0,15939.0,6465.0,6232.0,58785.0,7998.0,38963.0,709096.0,1678136.0,59424.0,35.89572696,50.849,3808090000000.0,462384.0,0.272900215,65.95446931,23.2,77.18,24.848,3.779,11.385006,42229389.0,5.231,4.0,1.571408,3,50.645537298156,2.008488848,258787000000.0,42.66881637,65443087632.0,7343.0,515.0,38875.0,150451.0,20224.0,4452.0,25912.0,237497.0,241782.0,16095.0,6163.0,5649.0,54392.0,7393.0,37807.0,666700.0,1584322.0,55507.0,36.63167142,50.698,3597900000000.0,199143.0,0.187727801,65.9715438,19.3,77.17,24.661,5.112,11.3944179,41842453.0,5.379,4.0,1.4951301666666668,-433549596849.4,-409958177302.10004
Germany,2014,47.771321602908,0.906794,285240000000.0,41.6838907,17356720098.0,8485.0,566.0,37381.0,167653.0,22147.0,5181.0,22566.0,245280.0,278257.0,15424.0,6312.0,6437.0,60634.0,7837.0,40725.0,730876.0,1722986.0,60042.0,35.14644057,49.918,3965800000000.0,592338.0,0.416877359,65.86219378,23.3,77.19,24.802,4.167,11.26046423,42474093.0,4.981,4.0,1.1634723083333334,2,49.539722908923,1.504723303,256179000000.0,41.66865461,67199694459.0,7439.0,567.0,39537.0,162625.0,21720.0,4699.0,23415.0,243742.0,264199.0,15939.0,6465.0,6232.0,58785.0,7998.0,38963.0,709096.0,1678136.0,59424.0,35.89572696,50.849,3808090000000.0,462384.0,0.272900215,65.95446931,23.2,77.18,24.848,3.779,11.385006,42229389.0,5.231,4.0,1.571408,-446565767447.34,-433549596849.4
Germany,2015,45.335472443807,0.514426137,277321000000.0,42.60444315,62418993509.0,6516.0,470.0,32339.0,142589.0,18635.0,4718.0,18364.0,199490.0,241618.0,12827.0,5721.0,5711.0,51703.0,7068.0,34703.0,641101.0,1482075.0,51731.0,35.18691362,48.819,3423570000000.0,1175283.0,0.865702644,65.73653535,23.2,77.2,25.07,4.932,11.25749842,42657954.0,4.624,4.0,0.495193675,3,47.771321602908,0.906794,285240000000.0,41.6838907,17356720098.0,8485.0,566.0,37381.0,167653.0,22147.0,5181.0,22566.0,245280.0,278257.0,15424.0,6312.0,6437.0,60634.0,7837.0,40725.0,730876.0,1722986.0,60042.0,35.14644057,49.918,3965800000000.0,592338.0,0.416877359,65.86219378,23.3,77.19,24.802,4.167,11.26046423,42474093.0,4.981,4.0,1.1634723083333334,-385406856582.594,-446565767447.34
Germany,2016,43.562751615764,0.491747008,314858000000.0,41.6238177,58132711371.0,6658.0,498.0,33858.0,145625.0,19291.0,4694.0,20398.0,200562.0,249932.0,12966.0,5221.0,5615.0,53777.0,8244.0,35336.0,676836.0,1539009.0,52637.0,34.36076981,49.218,3537780000000.0,517480.0,0.807218539,65.53850994,23.2,77.224,25.278,3.983,11.07921817,43538432.0,4.122,4.0,0.0914991924999999,2,45.335472443807,0.514426137,277321000000.0,42.60444315,62418993509.0,6516.0,470.0,32339.0,142589.0,18635.0,4718.0,18364.0,199490.0,241618.0,12827.0,5721.0,5711.0,51703.0,7068.0,34703.0,641101.0,1482075.0,51731.0,35.18691362,48.819,3423570000000.0,1175283.0,0.865702644,65.73653535,23.2,77.2,25.07,4.932,11.25749842,42657954.0,4.624,4.0,0.495193675,-391956825565.62604,-385406856582.594
Germany,2017,41.672033203149,1.509494851,304193000000.0,42.32598143,108787000000.0,7232.0,522.0,37529.0,154370.0,20227.0,4405.0,18526.0,211746.0,262879.0,13828.0,5689.0,5900.0,57474.0,9010.0,37890.0,717344.0,1630438.0,58388.0,35.24065552,49.859,3763090000000.0,452988.0,0.37372456,65.2493405,23.2,77.261,25.237,2.809,11.19990033,43785860.0,3.746,4.0,0.3163361083333333,2,43.562751615764,0.491747008,314858000000.0,41.6238177,58132711371.0,6658.0,498.0,33858.0,145625.0,19291.0,4694.0,20398.0,200562.0,249932.0,12966.0,5221.0,5615.0,53777.0,8244.0,35336.0,676836.0,1539009.0,52637.0,34.36076981,49.218,3537780000000.0,517480.0,0.807218539,65.53850994,23.2,77.224,25.278,3.983,11.07921817,43538432.0,4.122,4.0,0.0914991924999999,-421460698890.19696,-391956825565.62604
Germany,2018,39.652943885662,1.732168798,342182000000.0,42.60739173,162251000000.0,8020.0,554.0,41813.0,169580.0,22899.0,4208.0,24486.0,226617.0,285150.0,15776.0,5796.0,6780.0,62902.0,9946.0,41007.0,765980.0,1761513.0,62809.0,36.62026796,50.274,4052010000000.0,403908.0,0.300526702,64.98762233,23.2,77.312,25.296,2.273,11.23766806,43914221.0,3.384,4.0,0.3963639833333333,2,41.672033203149,1.509494851,304193000000.0,42.32598143,108787000000.0,7232.0,522.0,37529.0,154370.0,20227.0,4405.0,18526.0,211746.0,262879.0,13828.0,5689.0,5900.0,57474.0,9010.0,37890.0,717344.0,1630438.0,58388.0,35.24065552,49.859,3763090000000.0,452988.0,0.37372456,65.2493405,23.2,77.261,25.237,2.809,11.19990033,43785860.0,3.746,4.0,0.3163361083333333,-455349672045.006,-421460698890.19696
Germany,2019,37.774796998368,1.445659769,311830000000.0,42.38630449,75463438451.0,7505.0,659.0,41267.0,169857.0,23124.0,4922.0,19768.0,225105.0,283426.0,16294.0,6163.0,6450.0,63069.0,10075.0,40630.0,761025.0,1749343.0,62562.0,36.74744263,51.43,3957210000000.0,319082.0,0.225519874,64.70900958,23.2,77.376,25.59,2.137,11.21438352,44421597.0,3.136,4.0,-0.2536344683333333,2,39.652943885662,1.732168798,342182000000.0,42.60739173,162251000000.0,8020.0,554.0,41813.0,169580.0,22899.0,4208.0,24486.0,226617.0,285150.0,15776.0,5796.0,6780.0,62902.0,9946.0,41007.0,765980.0,1761513.0,62809.0,36.62026796,50.274,4052010000000.0,403908.0,0.300526702,64.98762233,23.2,77.312,25.296,2.273,11.23766806,43914221.0,3.384,4.0,0.3963639833333333,-443774956748.792,-455349672045.006
Germany,2020,44.847593669298,0.144877926,250193000000.0,39.16918385,176781000000.0,8301.0,790.0,43808.0,180188.0,26393.0,6380.0,56033.0,236510.0,325455.0,18635.0,6550.0,11506.0,66311.0,11275.0,44237.0,841657.0,1960711.0,68591.0,33.82407338,51.837,3940140000000.0,203468.0,0.081693159,64.39354555,23.2,77.453,27.938,2.089,10.4109728,43496057.0,3.856,4.0,-0.5110240083333334,2,37.774796998368,1.445659769,311830000000.0,42.38630449,75463438451.0,7505.0,659.0,41267.0,169857.0,23124.0,4922.0,19768.0,225105.0,283426.0,16294.0,6163.0,6450.0,63069.0,10075.0,40630.0,761025.0,1749343.0,62562.0,36.74744263,51.43,3957210000000.0,319082.0,0.225519874,64.70900958,23.2,77.376,25.59,2.137,11.21438352,44421597.0,3.136,4.0,-0.2536344683333333,-410204942970.92,-443774956748.792
Germany,2021,46.422479923703,3.066666667,301423000000.0,42.65758365,102149000000.0,9280.0,847.0,47261.0,193016.0,24530.0,17798.0,99921.0,265179.0,368161.0,19293.0,10160.0,10651.0,71315.0,11982.0,47220.0,890466.0,2183337.0,87176.0,37.4990344,52.262,4348300000000.0,310264.0,0.042327057,64.00773169,23.2,77.544,27.639,0.463,11.02250534,43394362.0,3.638,4.0,-0.373821175,2,44.847593669298,0.144877926,250193000000.0,39.16918385,176781000000.0,8301.0,790.0,43808.0,180188.0,26393.0,6380.0,56033.0,236510.0,325455.0,18635.0,6550.0,11506.0,66311.0,11275.0,44237.0,841657.0,1960711.0,68591.0,33.82407338,51.837,3940140000000.0,203468.0,0.081693159,64.39354555,23.2,77.453,27.938,2.089,10.4109728,43496057.0,3.856,4.0,-0.5110240083333334,-479289416362.22003,-410204942970.92
Germany,2022,45.81039566035,6.872574386,184777000000.0,45.78051772,62728998896.0,9280.0,847.0,47261.0,193016.0,24530.0,17798.0,99921.0,265179.0,368161.0,19293.0,10160.0,10651.0,71315.0,11982.0,47220.0,890466.0,2183338.0,87176.0,43.28360965,53.594,4163600000000.0,981552.0,0.720875456,63.6285625,23.2,77.648,26.722,-0.511,11.01086283,44221553.0,3.135,4.0,1.142583108333333,2,46.422479923703,3.066666667,301423000000.0,42.65758365,102149000000.0,9280.0,847.0,47261.0,193016.0,24530.0,17798.0,99921.0,265179.0,368161.0,19293.0,10160.0,10651.0,71315.0,11982.0,47220.0,890466.0,2183337.0,87176.0,37.4990344,52.262,4348300000000.0,310264.0,0.042327057,64.00773169,23.2,77.544,27.639,0.463,11.02250534,43394362.0,3.638,4.0,-0.373821175,-458446101451.88007,-479289416362.22003
Germany,2023,44.891656718011,5.946436677,268670000000.0,43.40234856,19515498092.0,9280.0,847.0,47261.0,193016.0,24530.0,17798.0,99921.0,265179.0,368161.0,19293.0,10160.0,10651.0,71315.0,11982.0,47220.0,890466.0,2183338.0,87176.0,39.39675789,54.325,4525700000000.0,609553.0,-0.620053755,63.29438578,23.2,77.765,26.722,2.959,11.01086283,44183950.0,3.045,4.0,2.43459875,2,45.81039566035,6.872574386,184777000000.0,45.78051772,62728998896.0,9280.0,847.0,47261.0,193016.0,24530.0,17798.0,99921.0,265179.0,368161.0,19293.0,10160.0,10651.0,71315.0,11982.0,47220.0,890466.0,2183338.0,87176.0,43.28360965,53.594,4163600000000.0,981552.0,0.720875456,63.6285625,23.2,77.648,26.722,-0.511,11.01086283,44221553.0,3.135,4.0,1.142583108333333,-498316435759.31006,-458446101451.88007
Greece,2010,151.82943370634,4.712989078,-30262611052.0,21.72883298,532926980.5,374.0,9.0,8046.0,12303.0,2317.0,0.0,937.0,36645.0,20558.0,591.0,469.0,194.0,5351.0,0.0,1937.0,56352.0,157349.0,7315.0,29.19368433,30.063,296418000000.0,2001.0,0.128880433,66.2088808,14.1,76.292,25.017,2.311,20.43467912,5024662.0,12.719,4.0,9.091666666666669,4,151.82943370634,4.712989078,-30262611052.0,21.72883298,532926980.5,374.0,9.0,8046.0,12303.0,2317.0,0.0,937.0,36645.0,20558.0,591.0,469.0,194.0,5351.0,0.0,1937.0,56352.0,157349.0,7315.0,29.19368433,30.063,296418000000.0,2001.0,0.128880433,66.2088808,14.1,76.292,25.017,2.311,20.43467912,5024662.0,12.719,4.0,9.091666666666669,-60571909804.9216,-60571909804.9216
Greece,2011,180.99515907376,3.329853234,-28599315729.0,25.30760279,1092191388.0,296.0,6.0,6897.0,12781.0,2435.0,0.0,1819.0,37043.0,18693.0,535.0,352.0,117.0,4993.0,0.0,2050.0,58248.0,155988.0,5658.0,30.98539349,29.245,283228000000.0,-31786.0,-0.147951277,65.8451125,13.5,76.649,26.464,1.993,22.45927139,4940569.0,17.973,4.0,15.749166666666667,4,151.82943370634,4.712989078,-30262611052.0,21.72883298,532926980.5,374.0,9.0,8046.0,12303.0,2317.0,0.0,937.0,36645.0,20558.0,591.0,469.0,194.0,5351.0,0.0,1937.0,56352.0,157349.0,7315.0,29.19368433,30.063,296418000000.0,2001.0,0.128880433,66.2088808,14.1,76.292,25.017,2.311,20.43467912,5024662.0,12.719,4.0,9.091666666666669,-63610789184.46921,-60571909804.9216
Greece,2012,162.19150485772,1.501526962,-6172097059.0,28.96581396,1662090330.0,294.0,1.0,5923.0,11090.0,2688.0,5.0,8677.0,26965.0,14585.0,554.0,270.0,75.0,4547.0,0.0,1804.0,51609.0,137272.0,4729.0,33.42846501,29.404,238841000000.0,-65364.0,-0.540752951,65.44031332,11.2,77.004,27.426,2.14,24.95438871,4891672.0,24.731,4.0,22.814166666666665,4,180.99515907376,3.329853234,-28599315729.0,25.30760279,1092191388.0,296.0,6.0,6897.0,12781.0,2435.0,0.0,1819.0,37043.0,18693.0,535.0,352.0,117.0,4993.0,0.0,2050.0,58248.0,155988.0,5658.0,30.98539349,29.245,283228000000.0,-31786.0,-0.147951277,65.8451125,13.5,76.649,26.464,1.993,22.45927139,4940569.0,17.973,4.0,15.749166666666667,-59601174266.8511,-63610789184.46921
Greece,2013,178.71364609716,-0.921269454,-4949141209.0,30.32720911,2945271845.0,356.0,3.0,5152.0,10739.0,4061.0,7.0,27236.0,23633.0,12895.0,701.0,235.0,96.0,4478.0,0.0,1742.0,46953.0,149979.0,8917.0,32.6275372,28.651,236556000000.0,-59323.0,-0.725120807,65.04824851,11.2,77.355,25.442,2.297,24.73080469,4837549.0,27.686,4.0,10.054166666666667,4,162.19150485772,1.501526962,-6172097059.0,28.96581396,1662090330.0,294.0,1.0,5923.0,11090.0,2688.0,5.0,8677.0,26965.0,14585.0,554.0,270.0,75.0,4547.0,0.0,1804.0,51609.0,137272.0,4729.0,33.42846501,29.404,238841000000.0,-65364.0,-0.540752951,65.44031332,11.2,77.004,27.426,2.14,24.95438871,4891672.0,24.731,4.0,22.814166666666665,-58502052363.4764,-59601174266.8511
Greece,2014,182.87925703582,-1.312260964,-3734712057.0,32.51499901,2697339246.0,387.0,9.0,6320.0,10175.0,3482.0,4.0,594.0,23642.0,11280.0,651.0,290.0,77.0,4999.0,0.0,1791.0,47906.0,119449.0,6006.0,33.91856925,28.02,233912000000.0,-46678.0,-0.66611329,64.71565912,19.0,77.702,25.493,1.52,25.39872318,4786468.0,26.708,4.0,6.929166666666666,4,178.71364609716,-0.921269454,-4949141209.0,30.32720911,2945271845.0,356.0,3.0,5152.0,10739.0,4061.0,7.0,27236.0,23633.0,12895.0,701.0,235.0,96.0,4478.0,0.0,1742.0,46953.0,149979.0,8917.0,32.6275372,28.651,236556000000.0,-59323.0,-0.725120807,65.04824851,11.2,77.355,25.442,2.297,24.73080469,4837549.0,27.686,4.0,10.054166666666667,-59410541915.8016,-58502052363.4764
Greece,2015,182.19320980059,-1.735888048,-1611391808.0,32.18637755,1268938506.0,466.0,7.0,4930.0,8114.0,2883.0,7.0,6602.0,19715.0,9745.0,463.0,184.0,44.0,4099.0,0.0,1582.0,39856.0,105777.0,6118.0,33.08542359,25.87,194567000000.0,-43462.0,-0.658861361,64.43612259,19.7,78.046,25.716,1.537,25.39591076,4758357.0,24.981,4.0,9.667272727272728,4,182.87925703582,-1.312260964,-3734712057.0,32.51499901,2697339246.0,387.0,9.0,6320.0,10175.0,3482.0,4.0,594.0,23642.0,11280.0,651.0,290.0,77.0,4999.0,0.0,1791.0,47906.0,119449.0,6006.0,33.91856925,28.02,233912000000.0,-46678.0,-0.66611329,64.71565912,19.0,77.702,25.493,1.52,25.39872318,4786468.0,26.708,4.0,6.929166666666666,-49411955911.4092,-59410541915.8016
Greece,2016,187.03093856415,-0.825653978,-3261057770.0,31.17938602,2698544612.0,476.0,13.0,4102.0,7756.0,2912.0,64.0,404.0,17216.0,10301.0,442.0,199.0,69.0,4200.0,0.0,1657.0,39932.0,96471.0,5973.0,32.47827657,24.603,193097000000.0,10484.0,-0.415913028,64.16361128,22.4,78.387,26.041,2.806,27.0349617,4732539.0,23.514,4.0,8.36,4,182.19320980059,-1.735888048,-1611391808.0,32.18637755,1268938506.0,466.0,7.0,4930.0,8114.0,2883.0,7.0,6602.0,19715.0,9745.0,463.0,184.0,44.0,4099.0,0.0,1582.0,39856.0,105777.0,6118.0,33.08542359,25.87,194567000000.0,-43462.0,-0.658861361,64.43612259,19.7,78.046,25.716,1.537,25.39591076,4758357.0,24.981,4.0,9.667272727272728,-52203603522.849,-49411955911.4092
Greece,2017,185.80979223689,1.12125452,-3605994842.0,34.77932047,3439131880.0,469.0,15.0,5068.0,7777.0,2803.0,37.0,511.0,17013.0,10941.0,415.0,182.0,66.0,4296.0,0.0,1801.0,39986.0,97007.0,4538.0,36.10328621,24.944,200381000000.0,10483.0,-0.197783225,63.92364891,23.0,78.724,25.188,2.967,26.74281917,4709612.0,21.414,4.0,5.978333333333333,4,187.03093856415,-0.825653978,-3261057770.0,31.17938602,2698544612.0,476.0,13.0,4102.0,7756.0,2912.0,64.0,404.0,17216.0,10301.0,442.0,199.0,69.0,4200.0,0.0,1657.0,39932.0,96471.0,5973.0,32.47827657,24.603,193097000000.0,10484.0,-0.415913028,64.16361128,22.4,78.387,26.041,2.806,27.0349617,4732539.0,23.514,4.0,8.36,-53587431474.0377,-52203603522.849
Greece,2018,199.90713291605,0.625621413,-6248523036.0,38.63097615,4025447789.0,544.0,20.0,4806.0,8685.0,2931.0,2.0,459.0,17967.0,11814.0,492.0,211.0,71.0,4832.0,0.0,2043.0,41975.0,102899.0,4088.0,40.60718745,23.215,213299000000.0,17938.0,-0.202880238,63.7348406,23.0,79.058,25.025,2.357,27.10839198,4681296.0,19.179,4.0,4.185,4,185.80979223689,1.12125452,-3605994842.0,34.77932047,3439131880.0,469.0,15.0,5068.0,7777.0,2803.0,37.0,511.0,17013.0,10941.0,415.0,182.0,66.0,4296.0,0.0,1801.0,39986.0,97007.0,4538.0,36.10328621,24.944,200381000000.0,10483.0,-0.197783225,63.92364891,23.0,78.724,25.188,2.967,26.74281917,4709612.0,21.414,4.0,5.978333333333333,-57821826110.420204,-53587431474.0377
Greece,2019,194.17505784102,0.253007522,-3112110573.0,39.56029179,4999635990.0,491.0,39.0,4064.0,8188.0,2811.0,71.0,629.0,16183.0,11806.0,430.0,179.0,72.0,4310.0,0.0,1927.0,40618.0,98152.0,3864.0,41.0298091,22.306,207306000000.0,36762.0,-0.105339393,63.5769464,23.0,79.388,25.082,2.142,25.93243597,4683011.0,17.045,4.0,2.585833333333333,4,199.90713291605,0.625621413,-6248523036.0,38.63097615,4025447789.0,544.0,20.0,4806.0,8685.0,2931.0,2.0,459.0,17967.0,11814.0,492.0,211.0,71.0,4832.0,0.0,2043.0,41975.0,102899.0,4088.0,40.60718745,23.215,213299000000.0,17938.0,-0.202880238,63.7348406,23.0,79.058,25.025,2.357,27.10839198,4681296.0,19.179,4.0,4.185,-53759397559.9682,-57821826110.420204
Greece,2020,226.64857343877,-1.247983556,-12413031801.0,31.4504295,3303648833.0,906.0,328.0,4847.0,8492.0,3088.0,37.0,9826.0,15846.0,12692.0,507.0,376.0,70.0,4492.0,0.0,2073.0,42570.0,112772.0,3946.0,38.84335694,21.015,191363000000.0,6353.0,-0.214592107,63.43627367,23.0,79.715,27.86,1.418,24.99171569,4599828.0,15.899,4.0,1.2716666666666667,4,194.17505784102,0.253007522,-3112110573.0,39.56029179,4999635990.0,491.0,39.0,4064.0,8188.0,2811.0,71.0,629.0,16183.0,11806.0,430.0,179.0,72.0,4310.0,0.0,1927.0,40618.0,98152.0,3864.0,41.0298091,22.306,207306000000.0,36762.0,-0.105339393,63.5769464,23.0,79.388,25.082,2.142,25.93243597,4683011.0,17.045,4.0,2.585833333333333,-47824784123.8547,-53759397559.9682
Greece,2021,213.95953397348,1.22382501,-13857822381.0,40.2604118,6132475888.0,757.0,71.0,5960.0,8771.0,2587.0,790.0,12569.0,16878.0,14323.0,558.0,467.0,93.0,4724.0,0.0,2364.0,44295.0,123440.0,4758.0,47.75225094,20.806,218304000000.0,-160277.0,-1.21680249,63.13834761,23.0,80.038,26.1,-0.092,25.57773596,4573638.0,14.657,4.0,0.8841666666666667,4,226.64857343877,-1.247983556,-12413031801.0,31.4504295,3303648833.0,906.0,328.0,4847.0,8492.0,3088.0,37.0,9826.0,15846.0,12692.0,507.0,376.0,70.0,4492.0,0.0,2073.0,42570.0,112772.0,3946.0,38.84335694,21.015,191363000000.0,6353.0,-0.214592107,63.43627367,23.0,79.715,27.86,1.418,24.99171569,4599828.0,15.899,4.0,1.2716666666666667,-55837097270.11839,-47824784123.8547
Greece,2022,193.72513072281,9.645259813,-22622860821.0,49.01988478,7947989003.0,757.0,71.0,5960.0,8771.0,2587.0,790.0,12569.0,16878.0,14323.0,558.0,467.0,93.0,4724.0,0.0,2364.0,44295.0,123440.0,4758.0,58.65932312,23.493,218881000000.0,-53997.0,-1.259889457,62.92357824,23.0,80.357,24.115,-0.656,27.64197411,4657177.0,12.426,4.0,3.486666666666667,4,213.95953397348,1.22382501,-13857822381.0,40.2604118,6132475888.0,757.0,71.0,5960.0,8771.0,2587.0,790.0,12569.0,16878.0,14323.0,558.0,467.0,93.0,4724.0,0.0,2364.0,44295.0,123440.0,4758.0,47.75225094,20.806,218304000000.0,-160277.0,-1.21680249,63.13834761,23.0,80.038,26.1,-0.092,25.57773596,4573638.0,14.657,4.0,0.8841666666666667,-60502905911.7091,-55837097270.11839
Greece,2023,184.52932920447,3.464801285,-15007542956.0,43.70825883,4722066764.0,757.0,71.0,5960.0,8771.0,2587.0,790.0,12569.0,16878.0,14323.0,558.0,467.0,93.0,4724.0,0.0,2364.0,44295.0,123440.0,4758.0,48.44803119,24.849,243498000000.0,-159430.0,-0.30029093,62.93018726,23.0,80.673,24.115,1.113,27.64197411,4665845.0,10.997,4.0,4.001666666666667,4,193.72513072281,9.645259813,-22622860821.0,49.01988478,7947989003.0,757.0,71.0,5960.0,8771.0,2587.0,790.0,12569.0,16878.0,14323.0,558.0,467.0,93.0,4724.0,0.0,2364.0,44295.0,123440.0,4758.0,58.65932312,23.493,218881000000.0,-53997.0,-1.259889457,62.92357824,23.0,80.357,24.115,-0.656,27.64197411,4657177.0,12.426,4.0,3.486666666666667,-67307530678.3678,-60502905911.7091
