OECD,Year,Central Government Debt (Percent of GDP),"Inflation, consumer prices (annual %)","Current account balance (BoP, current US$)",Exports of goods and services (% of GDP),"Foreign direct investment, net inflows (BoP, current US$)","GovernmentExpenditure_Agriculture, forestry, fishing and hunting",GovernmentExpenditure_Communication,GovernmentExpenditure_Defence,GovernmentExpenditure_Education,GovernmentExpenditure_Environment protection,GovernmentExpenditure_Fuel and energy,"GovernmentExpenditure_General economic, commercial and labour affairs",GovernmentExpenditure_General public services,GovernmentExpenditure_Health,GovernmentExpenditure_Housing and community amenities,"GovernmentExpenditure_Mining, manufacturing and construction",GovernmentExpenditure_Other industries,GovernmentExpenditure_Public order and safety,GovernmentExpenditure_RandD Economic affairs,"GovernmentExpenditure_Recreation, culture and religion",GovernmentExpenditure_Social protection,GovernmentExpenditure_Total function,GovernmentExpenditure_Transport,Imports of goods and services (% of GDP),"Labor force participation rate for ages 15-24, total (%)",GDP (current US$),Net migration,Population growth (annual %),Population ages 15-64 (% of total population),Profit tax (% of commercial profits),Urban population (% of total population),Social Spending,Real interest rate (%),Tax revenue (% of GDP),"Labor force, total","Unemployment, total (% of total labor force)",Reelection Frequency (Years),LongInterestRate,DebtQuantile,Central Government Debt (Percent of GDP)_lag1,"Inflation, consumer prices (annual %)_lag1","Current account balance (BoP, current US$)_lag1",Exports of goods and services (% of GDP)_lag1,"Foreign direct investment, net inflows (BoP, current US$)_lag1","GovernmentExpenditure_Agriculture, forestry, fishing and hunting_lag1",GovernmentExpenditure_Communication_lag1,GovernmentExpenditure_Defence_lag1,GovernmentExpenditure_Education_lag1,GovernmentExpenditure_Environment protection_lag1,GovernmentExpenditure_Fuel and energy_lag1,"GovernmentExpenditure_General economic, commercial and labour affairs_lag1",GovernmentExpenditure_General public services_lag1,GovernmentExpenditure_Health_lag1,GovernmentExpenditure_Housing and community amenities_lag1,"GovernmentExpenditure_Mining, manufacturing and construction_lag1",GovernmentExpenditure_Other industries_lag1,GovernmentExpenditure_Public order and safety_lag1,GovernmentExpenditure_RandD Economic affairs_lag1,"GovernmentExpenditure_Recreation, culture and religion_lag1",GovernmentExpenditure_Social protection_lag1,GovernmentExpenditure_Total function_lag1,GovernmentExpenditure_Transport_lag1,Imports of goods and services (% of GDP)_lag1,"Labor force participation rate for ages 15-24, total (%)_lag1",GDP (current US$)_lag1,Net migration_lag1,Population growth (annual %)_lag1,Population ages 15-64 (% of total population)_lag1,Profit tax (% of commercial profits)_lag1,Urban population (% of total population)_lag1,Social Spending_lag1,Real interest rate (%)_lag1,Tax revenue (% of GDP)_lag1,"Labor force, total_lag1","Unemployment, total (% of total labor force)_lag1",Reelection Frequency (Years)_lag1,LongInterestRate_lag1,Overall Deficit (USD),Overall Deficit (USD)_lag1
Poland,2020,46.947571249957,3.374469726,14532000000.0,52.43388552,20086000000.0,3373.0,69.0,10411.0,30670.0,3364.0,1309.0,25186.0,26351.0,32151.0,2903.0,396.0,216.0,13987.0,722.0,7684.0,108341.0,289216.0,21882.0,46.82520571,31.824,605914000000.0,3920.0,-0.175062058,66.43515896,14.5,60.043,23.226,2.089,17.29114409,18215190.0,3.162,5.0,1.4991666666666668,2,42.531863124876,2.227478809,-1645000000.0,52.61289348,19012000000.0,2830.0,61.0,9714.0,29922.0,3125.0,2289.0,2309.0,25226.0,29143.0,3237.0,335.0,192.0,12483.0,683.0,8169.0,99627.0,249605.0,20070.0,48.96814034,35.176,602684000000.0,7696.0,-0.024427107,67.01925498,14.5,60.037,21.186,2.137,17.14590206,18299348.0,3.277,5.0,2.3475,-104769173585.48259,-103335358766.2904
Poland,2021,43.249848430555,5.055027047,-8970000000.0,57.03797607,37512000000.0,2853.0,105.0,10736.0,33551.0,3811.0,2846.0,9011.0,28212.0,39208.0,3167.0,436.0,221.0,14776.0,755.0,7967.0,117787.0,300390.0,24719.0,53.83630695,31.018,689170000000.0,2251.0,-2.450719054,66.00266562,14.5,60.075,22.568,0.463,18.93415712,18123726.0,3.363,5.0,1.9441666666666664,2,46.947571249957,3.374469726,14532000000.0,52.43388552,20086000000.0,3373.0,69.0,10411.0,30670.0,3364.0,1309.0,25186.0,26351.0,32151.0,2903.0,396.0,216.0,13987.0,722.0,7684.0,108341.0,289216.0,21882.0,46.82520571,31.824,605914000000.0,3920.0,-0.175062058,66.43515896,14.5,60.043,23.226,2.089,17.29114409,18215190.0,3.162,5.0,1.4991666666666668,-130488230233.90398,-104769173585.48259
Poland,2022,40.374004219991,14.42945076,-15822000000.0,62.35251625,41780000000.0,2853.0,105.0,10736.0,33551.0,3811.0,2846.0,9011.0,28212.0,39208.0,3167.0,436.0,221.0,14776.0,755.0,7967.0,117787.0,300391.0,24719.0,60.66881661,31.078,695607000000.0,967744.0,-0.433070696,65.65702955,14.5,60.134,22.706,-0.511,17.12346615,18263572.0,2.886,5.0,6.053333333333334,2,43.249848430555,5.055027047,-8970000000.0,57.03797607,37512000000.0,2853.0,105.0,10736.0,33551.0,3811.0,2846.0,9011.0,28212.0,39208.0,3167.0,436.0,221.0,14776.0,755.0,7967.0,117787.0,300390.0,24719.0,53.83630695,31.018,689170000000.0,2251.0,-2.450719054,66.00266562,14.5,60.075,22.568,0.463,18.93415712,18123726.0,3.363,5.0,1.9441666666666664,-119111728791.0305,-130488230233.90398
Poland,2023,39.637638254283,11.5289128,14535000000.0,58.11359915,34316000000.0,2853.0,105.0,10736.0,33551.0,3811.0,2846.0,9011.0,28212.0,39208.0,3167.0,436.0,221.0,14776.0,755.0,7967.0,117787.0,300391.0,24719.0,52.35317982,32.111,809201000000.0,-7824.0,-0.365658527,65.34232196,14.5,60.218,22.706,2.959,17.12346615,18355023.0,2.905,5.0,5.805833333333333,2,40.374004219991,14.42945076,-15822000000.0,62.35251625,41780000000.0,2853.0,105.0,10736.0,33551.0,3811.0,2846.0,9011.0,28212.0,39208.0,3167.0,436.0,221.0,14776.0,755.0,7967.0,117787.0,300391.0,24719.0,60.66881661,31.078,695607000000.0,967744.0,-0.433070696,65.65702955,14.5,60.134,22.706,-0.511,17.12346615,18263572.0,2.886,5.0,6.053333333333334,-138562958929.4615,-119111728791.0305
Portugal,2010,97.413963970986,1.402572899,-24406544935.0,30.02758512,8966915539.0,894.0,62.0,4535.0,16023.0,1764.0,18.0,4133.0,17942.0,17807.0,1336.0,636.0,885.0,4752.0,721.0,2860.0,41344.0,123577.0,7867.0,37.66165507,36.12,238444000000.0,-5627.0,0.045910037,66.29514986,15.1,60.567,24.336,2.311,19.61555329,5490707.0,10.771,5.0,5.396666666666667,4,97.413963970986,1.402572899,-24406544935.0,30.02758512,8966915539.0,894.0,62.0,4535.0,16023.0,1764.0,18.0,4133.0,17942.0,17807.0,1336.0,636.0,885.0,4752.0,721.0,2860.0,41344.0,123577.0,7867.0,37.66165507,36.12,238444000000.0,-5627.0,0.045910037,66.29514986,15.1,60.567,24.336,2.311,19.61555329,5490707.0,10.771,5.0,5.396666666666667,-46771986309.8076,-46771986309.8076
Portugal,2011,111.97856626094,3.653011004,-14719312840.0,34.41151309,9821076890.0,936.0,72.0,3036.0,15026.0,1746.0,109.0,1960.0,21931.0,17050.0,1080.0,648.0,775.0,4844.0,675.0,2835.0,43999.0,122615.0,5893.0,38.59606258,38.15,245427000000.0,-31513.0,-0.147084879,66.08591745,15.2,61.167,24.229,1.993,21.10675075,5425230.0,12.682,5.0,10.240833333333333,4,97.413963970986,1.402572899,-24406544935.0,30.02758512,8966915539.0,894.0,62.0,4535.0,16023.0,1764.0,18.0,4133.0,17942.0,17807.0,1336.0,636.0,885.0,4752.0,721.0,2860.0,41344.0,123577.0,7867.0,37.66165507,36.12,238444000000.0,-5627.0,0.045910037,66.29514986,15.1,60.567,24.336,2.311,19.61555329,5490707.0,10.771,5.0,5.396666666666667,-51801542548.2025,-46771986309.8076
Portugal,2012,128.10435923458,2.773338541,-3561728370.0,37.72350572,21396375527.0,829.0,52.0,2407.0,11634.0,1362.0,88.0,2165.0,20077.0,14325.0,991.0,542.0,586.0,4014.0,433.0,2297.0,39924.0,105710.0,3984.0,38.217601,37.08,216537000000.0,-37083.0,-0.405421788,65.85551904,14.5,61.763,24.332,2.14,20.74019358,5378617.0,15.531,5.0,10.5475,4,111.97856626094,3.653011004,-14719312840.0,34.41151309,9821076890.0,936.0,72.0,3036.0,15026.0,1746.0,109.0,1960.0,21931.0,17050.0,1080.0,648.0,775.0,4844.0,675.0,2835.0,43999.0,122615.0,5893.0,38.59606258,38.15,245427000000.0,-31513.0,-0.147084879,66.08591745,15.2,61.167,24.229,1.993,21.10675075,5425230.0,12.682,5.0,10.240833333333333,-44910087262.3246,-51801542548.2025
Portugal,2013,131.01412791076,0.274416667,3720882132.0,39.56395033,15745220666.0,797.0,48.0,2495.0,12390.0,1501.0,298.0,1871.0,21367.0,14707.0,1100.0,553.0,559.0,4642.0,507.0,2339.0,43986.0,113039.0,3878.0,38.46655535,35.0,226677000000.0,-36342.0,-0.548815211,65.59440483,15.0,62.352,25.413,2.297,22.63774313,5282987.0,16.188,5.0,6.2941666666666665,4,128.10435923458,2.773338541,-3561728370.0,37.72350572,21396375527.0,829.0,52.0,2407.0,11634.0,1362.0,88.0,2165.0,20077.0,14325.0,991.0,542.0,586.0,4014.0,433.0,2297.0,39924.0,105710.0,3984.0,38.217601,37.08,216537000000.0,-37083.0,-0.405421788,65.85551904,14.5,61.763,24.332,2.14,20.74019358,5378617.0,15.531,5.0,10.5475,-51314443955.7901,-44910087262.3246
Portugal,2014,133.51058081971,-0.278153367,340855577.6,40.18509058,12045808665.0,1011.0,110.0,2413.0,12207.0,1369.0,87.0,7669.0,21147.0,14464.0,1130.0,492.0,657.0,4368.0,442.0,2067.0,43693.0,118940.0,5613.0,40.03557849,34.3,230079000000.0,-26447.0,-0.539190467,65.33024524,15.0,62.936,24.977,1.52,22.63001062,5226515.0,13.897,5.0,3.753333333333333,4,131.01412791076,0.274416667,3720882132.0,39.56395033,15745220666.0,797.0,48.0,2495.0,12390.0,1501.0,298.0,1871.0,21367.0,14707.0,1100.0,553.0,559.0,4642.0,507.0,2339.0,43986.0,113039.0,3878.0,38.46655535,35.0,226677000000.0,-36342.0,-0.548815211,65.59440483,15.0,62.352,25.413,2.297,22.63774313,5282987.0,16.188,5.0,6.2941666666666665,-52066783194.3898,-51314443955.7901
Portugal,2015,132.03426348204,0.487938624,470642360.0,40.68766641,1270014233.0,695.0,102.0,2036.0,10135.0,1203.0,74.0,3804.0,17493.0,12279.0,949.0,405.0,648.0,3696.0,410.0,1663.0,36883.0,96203.0,3726.0,39.94700922,33.53,199039000000.0,-3209.0,-0.414141102,65.12699239,13.5,63.514,23.922,1.537,22.8294267,5200147.0,12.447,5.0,2.4233333333333333,4,133.51058081971,-0.278153367,340855577.6,40.18509058,12045808665.0,1011.0,110.0,2413.0,12207.0,1369.0,87.0,7669.0,21147.0,14464.0,1130.0,492.0,657.0,4368.0,442.0,2067.0,43693.0,118940.0,5613.0,40.03557849,34.3,230079000000.0,-26447.0,-0.539190467,65.33024524,15.0,62.936,24.977,1.52,22.63001062,5226515.0,13.897,5.0,3.753333333333333,-45439366406.413,-52066783194.3898
Portugal,2016,132.94024659794,0.607397075,2413090982.0,40.35508893,7354810293.0,567.0,44.0,1763.0,9848.0,1152.0,83.0,914.0,17007.0,12605.0,866.0,436.0,378.0,3680.0,371.0,1736.0,37268.0,92555.0,3837.0,39.16725756,33.169,206305000000.0,-775.0,-0.315459017,64.89022915,12.5,64.086,23.459,2.806,22.34506097,5185299.0,11.068,5.0,3.1725,4,132.03426348204,0.487938624,470642360.0,40.68766641,1270014233.0,695.0,102.0,2036.0,10135.0,1203.0,74.0,3804.0,17493.0,12279.0,949.0,405.0,648.0,3696.0,410.0,1663.0,36883.0,96203.0,3726.0,39.94700922,33.53,199039000000.0,-3209.0,-0.414141102,65.12699239,13.5,63.514,23.922,1.537,22.8294267,5200147.0,12.447,5.0,2.4233333333333333,-46098885479.1585,-45439366406.413
Portugal,2017,128.76077267793,1.368614116,3037326427.0,42.94267865,10683844361.0,581.0,45.0,1943.0,10145.0,1339.0,140.0,5562.0,16831.0,13828.0,976.0,469.0,408.0,3770.0,393.0,1857.0,38076.0,100426.0,4062.0,41.86511366,33.979,220863000000.0,13979.0,-0.24388941,64.60837082,12.5,64.652,22.728,2.967,22.42071337,5226925.0,8.869,5.0,3.0525,4,132.94024659794,0.607397075,2413090982.0,40.35508893,7354810293.0,567.0,44.0,1763.0,9848.0,1152.0,83.0,914.0,17007.0,12605.0,866.0,436.0,378.0,3680.0,371.0,1736.0,37268.0,92555.0,3837.0,39.16725756,33.169,206305000000.0,-775.0,-0.315459017,64.89022915,12.5,64.086,23.459,2.806,22.34506097,5185299.0,11.068,5.0,3.1725,-49518959744.3831,-46098885479.1585
Portugal,2018,124.64410027673,0.993715683,1321821267.0,43.67758057,7846086578.0,661.0,46.0,2107.0,10750.0,1461.0,277.0,2443.0,17320.0,15650.0,1115.0,506.0,403.0,4138.0,533.0,2092.0,41028.0,104777.0,4247.0,43.05811492,34.18,242093000000.0,22495.0,-0.160104021,64.35002271,12.5,65.211,22.457,2.357,22.67395353,5244907.0,6.994,5.0,1.84,4,128.76077267793,1.368614116,3037326427.0,42.94267865,10683844361.0,581.0,45.0,1943.0,10145.0,1339.0,140.0,5562.0,16831.0,13828.0,976.0,469.0,408.0,3770.0,393.0,1857.0,38076.0,100426.0,4062.0,41.86511366,33.979,220863000000.0,13979.0,-0.24388941,64.60837082,12.5,64.652,22.728,2.967,22.42071337,5226925.0,8.869,5.0,3.0525,-54891949542.3829,-49518959744.3831
Portugal,2019,119.51456958307,0.33817841,1012789684.0,43.65312594,10320042522.0,687.0,54.0,1872.0,10725.0,1508.0,142.0,2327.0,15777.0,15577.0,1088.0,495.0,410.0,3952.0,435.0,2083.0,40478.0,101877.0,4266.0,43.11786297,34.28,240116000000.0,63031.0,0.023733495,64.07801425,12.5,65.764,22.341,2.142,22.18926024,5269893.0,6.464,5.0,0.7575,4,124.64410027673,0.993715683,1321821267.0,43.67758057,7846086578.0,661.0,46.0,2107.0,10750.0,1461.0,277.0,2443.0,17320.0,15650.0,1115.0,506.0,403.0,4138.0,533.0,2092.0,41028.0,104777.0,4247.0,43.05811492,34.18,242093000000.0,22495.0,-0.160104021,64.35002271,12.5,65.211,22.457,2.357,22.67395353,5244907.0,6.994,5.0,1.84,-53279862240.8784,-54891949542.3829
Portugal,2020,138.76397686203,-0.01243833,-2291965448.0,37.25601513,3991854438.0,681.0,50.0,1865.0,10835.0,1586.0,301.0,5840.0,16038.0,17091.0,1285.0,514.0,453.0,4303.0,471.0,2149.0,43333.0,112784.0,5990.0,39.25262559,30.159,229619000000.0,54076.0,0.105114125,63.79959865,12.5,66.31,25.113,1.418,21.96463556,5175738.0,6.796,5.0,0.4166666666666667,4,119.51456958307,0.33817841,1012789684.0,43.65312594,10320042522.0,687.0,54.0,1872.0,10725.0,1508.0,142.0,2327.0,15777.0,15577.0,1088.0,495.0,410.0,3952.0,435.0,2083.0,40478.0,101877.0,4266.0,43.11786297,34.28,240116000000.0,63031.0,0.023733495,64.07801425,12.5,65.764,22.341,2.142,22.18926024,5269893.0,6.464,5.0,0.7575,-50434863742.5164,-53279862240.8784
Portugal,2021,128.94966195841,1.265657191,-2986907578.0,41.54842718,7850966593.0,751.0,53.0,2046.0,11775.0,2035.0,279.0,5361.0,17153.0,19332.0,1529.0,612.0,496.0,4577.0,530.0,2461.0,46372.0,121275.0,5914.0,44.32511803,29.74,256056000000.0,69606.0,0.626850165,63.56364918,12.5,66.849,24.798,-0.092,22.0220187,5202738.0,6.577,5.0,0.295,4,138.76397686203,-0.01243833,-2291965448.0,37.25601513,3991854438.0,681.0,50.0,1865.0,10835.0,1586.0,301.0,5840.0,16038.0,17091.0,1285.0,514.0,453.0,4303.0,471.0,2149.0,43333.0,112784.0,5990.0,39.25262559,30.159,229619000000.0,54076.0,0.105114125,63.79959865,12.5,66.31,25.113,1.418,21.96463556,5175738.0,6.796,5.0,0.4166666666666667,-56388578927.472,-50434863742.5164
Portugal,2022,117.29716279836,7.832691242,-3107813346.0,49.4816822,9531041797.0,751.0,53.0,2046.0,11775.0,2035.0,279.0,5361.0,17153.0,19332.0,1529.0,612.0,496.0,4577.0,530.0,2461.0,46372.0,123413.714,5914.0,51.88246511,31.099,256899000000.0,68696.0,0.697256448,63.30977825,12.5,67.381,24.639,-0.656,22.8949896,5319495.0,6.011,5.0,2.17,4,128.94966195841,1.265657191,-2986907578.0,41.54842718,7850966593.0,751.0,53.0,2046.0,11775.0,2035.0,279.0,5361.0,17153.0,19332.0,1529.0,612.0,496.0,4577.0,530.0,2461.0,46372.0,121275.0,5914.0,44.32511803,29.74,256056000000.0,69606.0,0.626850165,63.56364918,12.5,66.849,24.798,-0.092,22.0220187,5202738.0,6.577,5.0,0.295,-58816875918.79,-56388578927.472
Portugal,2023,105.02073817518,4.311281919,3974154242.0,47.3459047,9706321480.0,751.0,53.0,2046.0,11775.0,2035.0,279.0,5361.0,17153.0,19332.0,1529.0,612.0,496.0,4577.0,530.0,2461.0,46372.0,123413.714,5914.0,46.42372239,35.462,289114000000.0,29102.0,1.36912986,62.99484274,12.5,67.906,24.639,1.113,22.8949896,5453645.0,6.491,5.0,3.2375000000000003,4,117.29716279836,7.832691242,-3107813346.0,49.4816822,9531041797.0,751.0,53.0,2046.0,11775.0,2035.0,279.0,5361.0,17153.0,19332.0,1529.0,612.0,496.0,4577.0,530.0,2461.0,46372.0,123413.714,5914.0,51.88246511,31.099,256899000000.0,68696.0,0.697256448,63.30977825,12.5,67.381,24.639,-0.656,22.8949896,5319495.0,6.011,5.0,2.17,-66192496818.43,-58816875918.79
Slovak Republic,2010,45.985426914608,0.957018133,-4209659222.0,77.08108209,2115832960.0,2442.25,249.75,8679.875,32172.0,5806.25,1262.75,11411.75,38572.375,44416.25,6205.25,311.875,1797.0,9758.25,4162.625,8446.375,122899.875,312721.625,13719.5,78.0274156,30.954,91112160801.0,-1814.0,0.093191273,72.0906327,8.1,54.685,17.372,5.258,15.01192506,2689575.0,14.387,5.0,3.871646583333333,3,45.985426914608,0.957018133,-4209659222.0,77.08108209,2115832960.0,2442.25,249.75,8679.875,32172.0,5806.25,1262.75,11411.75,38572.375,44416.25,6205.25,311.875,1797.0,9758.25,4162.625,8446.375,122899.875,312721.625,13719.5,78.0274156,30.954,91112160801.0,-1814.0,0.093191273,72.0906327,8.1,54.685,17.372,5.258,15.01192506,2689575.0,14.387,5.0,3.871646583333333,-13677376578.367817,-13677376578.367817
Slovak Republic,2011,48.42022085464,3.919285991,-4909247748.0,84.63305212,5431592592.0,2466.625,284.875,8999.375,34067.875,6117.5,1733.0,6690.25,41460.0,48094.125,6450.125,286.0,1721.625,10280.0,4484.875,8964.375,132246.5,328817.125,13921.0,84.54502419,30.078,99705104723.0,-2392.0,0.128936463,71.94754422,8.3,54.42,17.126,6.356,16.00429812,2684103.0,13.634,5.0,4.448205583333333,3,45.985426914608,0.957018133,-4209659222.0,77.08108209,2115832960.0,2442.25,249.75,8679.875,32172.0,5806.25,1262.75,11411.75,38572.375,44416.25,6205.25,311.875,1797.0,9758.25,4162.625,8446.375,122899.875,312721.625,13719.5,78.0274156,30.954,91112160801.0,-1814.0,0.093191273,72.0906327,8.1,54.685,17.372,5.258,15.01192506,2689575.0,14.387,5.0,3.871646583333333,-15956773383.602121,-13677376578.367817
Slovak Republic,2012,57.773988646204,3.606102635,889408167.6,90.90886267,1776566141.0,1681.625,719.0,8304.0,31800.125,5701.875,1815.5,5891.625,39067.375,45560.75,5788.375,330.5,1620.875,9570.125,4077.875,8402.625,125890.125,309578.875,12599.5,86.06009551,30.488,94724394278.0,871.0,0.170183855,71.70453282,7.8,54.28,17.325,6.366,15.4996174,2709204.0,13.966,5.0,4.553230916666666,3,48.42022085464,3.919285991,-4909247748.0,84.63305212,5431592592.0,2466.625,284.875,8999.375,34067.875,6117.5,1733.0,6690.25,41460.0,48094.125,6450.125,286.0,1721.625,10280.0,4484.875,8964.375,132246.5,328817.125,13921.0,84.54502419,30.078,99705104723.0,-2392.0,0.128936463,71.94754422,8.3,54.42,17.126,6.356,16.00429812,2684103.0,13.634,5.0,4.448205583333333,-14681609118.682491,-15956773383.602121
Slovak Republic,2013,57.687614101108,1.40047369,2885314500.0,92.87902224,1003901888.0,1662.875,285.0,8591.375,33198.875,6002.625,2053.0,6805.875,40686.625,47818.875,5832.375,266.75,1599.375,10102.875,4250.5,8941.625,133548.0,325828.625,13772.375,88.02411425,30.789,99134277850.0,-1181.0,0.107458009,71.37027124,7.9,54.14,17.66,4.624,16.6592069,2717532.0,14.227,5.0,3.186376833333333,3,57.773988646204,3.606102635,889408167.6,90.90886267,1776566141.0,1681.625,719.0,8304.0,31800.125,5701.875,1815.5,5891.625,39067.375,45560.75,5788.375,330.5,1620.875,9570.125,4077.875,8402.625,125890.125,309578.875,12599.5,86.06009551,30.488,94724394278.0,871.0,0.170183855,71.70453282,7.8,54.28,17.325,6.366,15.4996174,2709204.0,13.966,5.0,4.553230916666666,-16514658627.227373,-14681609118.682491
Slovak Republic,2014,56.918702340213,-0.07616533,1806635998.0,90.44000899,-362915353.4,1740.375,84.875,8298.75,33808.0,6060.125,2018.125,8613.375,40143.75,49013.5,5685.875,247.375,1725.375,10130.0,4204.375,8790.125,135796.375,330576.0,13795.375,86.31630711,31.66,101713000000.0,-1158.0,0.097045422,70.97687716,8.4,54.0,17.746,4.458,17.38846665,2739079.0,11.537,5.0,2.071701416666667,3,57.687614101108,1.40047369,2885314500.0,92.87902224,1003901888.0,1662.875,285.0,8591.375,33198.875,6002.625,2053.0,6805.875,40686.625,47818.875,5832.375,266.75,1599.375,10102.875,4250.5,8941.625,133548.0,325828.625,13772.375,88.02411425,30.789,99134277850.0,-1181.0,0.107458009,71.37027124,7.9,54.14,17.66,4.624,16.6592069,2717532.0,14.227,5.0,3.186376833333333,-17686000507.7145,-16514658627.227373
Slovak Republic,2015,55.964913659469,-0.325219777,-1829086068.0,90.69384962,1520379416.0,1561.375,86.875,7316.25,28748.375,5062.625,1726.375,8260.125,33051.625,41565.875,4618.0,210.0,1404.375,8721.625,3590.125,7263.25,115411.125,280427.5,11483.625,88.73217328,31.779,89178548717.0,2549.0,0.095033879,70.5178406,9.4,53.889,17.249,5.005,18.05151735,2740135.0,11.492,5.0,0.88525,3,56.918702340213,-0.07616533,1806635998.0,90.44000899,-362915353.4,1740.375,84.875,8298.75,33808.0,6060.125,2018.125,8613.375,40143.75,49013.5,5685.875,247.375,1725.375,10130.0,4204.375,8790.125,135796.375,330576.0,13795.375,86.31630711,31.66,101713000000.0,-1158.0,0.097045422,70.97687716,8.4,54.0,17.746,4.458,17.38846665,2739079.0,11.537,5.0,2.071701416666667,-16097800766.627459,-17686000507.7145
Slovak Republic,2016,57.1079643906,-0.520010196,-1280604173.0,92.31168701,4768259092.0,1440.625,98.375,8005.125,29078.875,4845.625,1811.875,7218.5,32255.5,41957.0,4416.5,252.0,1477.5,8959.75,3664.75,7484.875,117676.5,282517.625,11545.0,90.44569259,32.42,90347173229.0,3487.0,0.12892233,69.93130418,9.5,53.806,17.625,5.126,18.01278076,2760144.0,9.679,5.0,0.5444092500000001,3,55.964913659469,-0.325219777,-1829086068.0,90.69384962,1520379416.0,1561.375,86.875,7316.25,28748.375,5062.625,1726.375,8260.125,33051.625,41565.875,4618.0,210.0,1404.375,8721.625,3590.125,7263.25,115411.125,280427.5,11483.625,88.73217328,31.779,89178548717.0,2549.0,0.095033879,70.5178406,9.4,53.889,17.249,5.005,18.05151735,2740135.0,11.492,5.0,0.88525,-16273755718.972183,-16097800766.627459
Slovak Republic,2017,55.930850196445,1.311945882,-1648978119.0,93.95241687,4222907458.0,1571.375,120.312,8027.875,30371.625,5040.25,1852.75,7644.25,33328.125,44195.25,4405.125,230.25,1581.25,9368.625,3877.875,7904.0,122058.125,294931.43700000003,12267.625,92.69227053,33.179,95978130735.0,3279.0,0.155178996,69.25513096,9.5,53.751,17.518,2.91,18.50239117,2754850.0,8.142,5.0,0.9153606666666666,3,57.1079643906,-0.520010196,-1280604173.0,92.31168701,4768259092.0,1440.625,98.375,8005.125,29078.875,4845.625,1811.875,7218.5,32255.5,41957.0,4416.5,252.0,1477.5,8959.75,3664.75,7484.875,117676.5,282517.625,11545.0,90.44569259,32.42,90347173229.0,3487.0,0.12892233,69.93130418,9.5,53.806,17.625,5.126,18.01278076,2760144.0,9.679,5.0,0.5444092500000001,-17757954254.806694,-16273755718.972183
Slovak Republic,2018,54.423497027784,2.514037129,-1697922833.0,94.92683265,2252379829.0,1648.875,146.375,8607.5,32468.0,5598.625,2035.625,8411.625,35031.875,47676.875,4911.0,232.25,2089.375,10148.75,4124.25,8541.25,130103.875,315578.75,13448.375,93.80613205,32.289,106612000000.0,3446.0,0.13850816,68.58616351,9.1,53.726,17.177,2.759,18.46432442,2746679.0,6.544,5.0,0.885511,3,55.930850196445,1.311945882,-1648978119.0,93.95241687,4222907458.0,1571.375,120.312,8027.875,30371.625,5040.25,1852.75,7644.25,33328.125,44195.25,4405.125,230.25,1581.25,9368.625,3877.875,7904.0,122058.125,294931.43700000003,12267.625,92.69227053,33.179,95978130735.0,3279.0,0.155178996,69.25513096,9.5,53.751,17.518,2.91,18.50239117,2754850.0,8.142,5.0,0.9153606666666666,-19684869971.9004,-17757954254.806694
Slovak Republic,2019,52.767620594495,2.664561334,-3717849988.0,91.84408651,2279811254.0,1571.625,136.375,8448.375,31669.125,5642.25,2185.125,8479.25,33168.875,46788.875,4931.375,194.75,2125.875,10032.625,4001.5,8402.125,127354.25,308914.875,13447.25,91.87852212,29.679,105843000000.0,3128.0,0.135328073,67.94660539,9.1,53.729,17.452,1.584,18.76044211,2741847.0,5.761,5.0,0.24631075,3,54.423497027784,2.514037129,-1697922833.0,94.92683265,2252379829.0,1648.875,146.375,8607.5,32468.0,5598.625,2035.625,8411.625,35031.875,47676.875,4911.0,232.25,2089.375,10148.75,4124.25,8541.25,130103.875,315578.75,13448.375,93.80613205,32.289,106612000000.0,3446.0,0.13850816,68.58616351,9.1,53.726,17.177,2.759,18.46432442,2746679.0,6.544,5.0,0.885511,-19856305827.6123,-19684869971.9004
Slovak Republic,2020,64.629894967854,1.936941267,-470868221.8,84.29834345,-1141703441.0,1713.0,157.625,9077.25,32228.125,5839.875,2401.75,15439.375,33621.875,51752.0,5371.875,259.75,2331.75,10548.375,4472.0,8486.875,140214.25,338469.5,14193.875,83.23582987,28.138,107733000000.0,4350.0,0.085769476,67.3811946,9.1,53.76,19.769,0.827,18.46447556,2711911.0,6.719,5.0,-0.03828775,3,52.767620594495,2.664561334,-3717849988.0,91.84408651,2279811254.0,1571.625,136.375,8448.375,31669.125,5642.25,2185.125,8479.25,33168.875,46788.875,4931.375,194.75,2125.875,10032.625,4001.5,8402.125,127354.25,308914.875,13447.25,91.87852212,29.679,105843000000.0,3128.0,0.135328073,67.94660539,9.1,53.729,17.452,1.584,18.76044211,2741847.0,5.761,5.0,0.24631075,-19891994985.554802,-19856305827.6123
